GoalProbability,WeightedExpectedGoals,WeightedCount
0.58,0.01,31.24
0.36,0.02,34.354
0.49,0.01,49.215
0.07,0.01,25475.277
0.08,0.01,16178.421
0.09,0.01,11390.584
0.5,0.02,18.478
0.56,0.02,7.116
0.43,0.02,23.177
0.35,0.02,48.835
0.46,0.02,12.752
0.31,0.02,98.665
0.41,0.01,91.449
0.44,0.01,64.622
0.2,0.02,349.377
0.26,0.02,152.953
0.27,0.02,116.65
0.29,0.02,84.443
0.15,0.02,848.875
0.22,0.02,192.36
0.17,0.02,552.943
0.24,0.02,191.689
0.19,0.02,494.9
0.25,0.02,153.259
0.28,0.02,93.535
0.23,0.02,232.009
0.13,0.02,1344.551
0.14,0.02,1092.138
0.18,0.02,441.361
0.21,0.02,211.919
0.08,0.02,7121.892
0.07,0.02,9372.855
0.09,0.02,4780.443
0.06,0.02,12165.468
0.16,0.02,681.8
0.57,0,40.164
0.56,0,38.628
0.54,0,35.156
0.62,0.01,6.429
0.62,0,19.518
0.6,0,20.015
0.55,0,43.617
0.59,0,27.951
0.61,0,17.322
0.65,0,11.505
0.7,0,11.079
0.73,0,7.873
0.72,0,7.649
0.66,0,10.288
0.75,0,8.289
0.71,0,7.959
0.58,0,26.598
0.67,0,9.385
0.1,0.02,3255.761
0.11,0.02,2481.686
0.34,0.02,32.88
0.63,0.01,13.547
0.63,0,14.385
0.42,0.02,19.99
0.6,0.02,9.055
0.61,0.02,8.761
0.61,0.01,14.589
0.65,0.01,10.728
0.71,0.01,5.598
0.73,0.01,7.443
0.68,0,9.879
0.64,0,13.251
0.76,0,10.421
0.74,0,9.093
0.66,0.01,6.457
0.68,0.01,9.324
0.69,0.01,6.569
0.78,0.01,6.55
0.8,0.01,5.029
0.79,0,5.548
0.69,0,9.641
0.78,0,4.96
0.82,0,7.281
0.84,0,9.546
0.83,0,7.864
0.81,0,12.472
0.77,0,5.381
0.44,0.02,29.401
0.4,0.02,28.117
0.39,0.02,28.695
0.57,0.02,4.236
0.6,0.01,15.159
0.67,0.02,4.194
0.7,0.01,6.823
0.75,0.01,5.369
0.59,0.01,21.211
0.64,0.02,4.803
0.66,0.02,14.03
0.64,0.01,7.108
0.77,0.02,1.805
0.77,0.01,4.078
0.81,0.01,3.275
0.8,0,9.318
0.72,0.01,5.959
0.82,0.01,4.278
0.83,0.01,4.546
0.86,0,6.555
0.87,0,11.197
0.88,0,9.875
0.85,0,9.998
0.12,0.02,1881.077
0.67,0.01,5.78
0.74,0.01,4.66
0.69,0.02,0.928
0.84,0.01,3.628
0.89,0,12.709
0.9,0,19.86
0.91,0,49.652
0.92,0,0.072
0.93,0,0.023
0.08,0.03,1148.127
0.09,0.03,954.674
0.07,0.03,951.857
0.11,0.03,960.937
0.1,0.03,991.495
0.01,0.01,10297.658
0.13,0.03,408.547
0.16,0.03,181.245
0.14,0.03,238.43
0.19,0.03,108.435
0.24,0.03,30.642
0.17,0.03,157.523
0.18,0.03,120.37
0.25,0.03,63.746
0.23,0.03,51.002
0.21,0.03,120.43
0.15,0.03,202.123
0.33,0.02,43.74
0.29,0.03,33.24
0.27,0.03,47.123
0.03,0.02,6268.988
0.06,0.03,654.384
0.28,0.03,27.772
0.22,0.03,70.564
0.33,0.03,22.688
0.3,0.03,19.942
0.09,0.04,295.493
0.1,0.04,324.967
0.12,0.03,558.859
0.08,0.04,255.046
0.12,0.04,182.323
0.05,0.03,435.026
0.07,0.04,245.175
0.1,0.05,62.757
0.12,0.05,184.199
0.11,0.05,210.506
0.13,0.06,75.577
0.11,0.04,198.489
0.13,0.05,50.248
0.13,0.04,141.898
0.15,0.06,92.089
0.14,0.05,72.965
0.14,0.04,66.861
0.14,0.06,43.23
0.02,0.02,763.784
0.3,0.02,60.645
0.15,0.05,23.167
0.16,0.06,11.409
0.15,0.04,54.138
0.91,0.01,26.66
0.9,0.01,16.476
0.51,0.02,16.281
0.41,0.02,12.699
0.45,0.02,20.357
0.43,0.03,4.556
0.16,0.05,10.825
0.2,0.03,78.521
0.26,0.03,40.365
0.32,0.03,25.133
0.89,0.01,7.506
0.86,0.01,5.025
0.88,0.01,3.869
0.85,0.01,2.608
0.87,0.01,7.227
0.91,0.02,8.567
0.76,0.01,2.589
0.48,0.02,17.12
0.87,0.02,1.515
0.89,0.02,3.184
0.79,0.01,3.898
0.9,0.02,3.374
0.84,0.02,2.619
0.8,0.02,1.895
0.85,0.02,0.813
0.86,0.02,0.8
0.68,0.02,1.08
0.71,0.02,3.745
0.73,0.02,0.923
0.7,0.02,4.069
0.75,0.03,1.287
0.76,0.02,2.315
0.78,0.02,2.235
0.74,0.02,0.877
0.75,0.02,0.873
0.81,0.02,0.984
0.62,0.02,2.403
0.59,0.03,7.065
0.04,0.03,495.396
0.59,0.02,2.672
0.03,0.03,50.074
0.54,0.02,7.083
0.55,0.02,9.898
0.31,0.03,21.262
0.22,0.04,12.393
0.25,0.04,22.011
0.28,0.04,19.332
0.31,0.04,9.781
0.23,0.04,23.049
0.21,0.04,5.953
0.26,0.04,15.412
0.17,0.04,23.312
0.4,0.03,10.475
0.55,0.03,6.28
0.52,0.03,10.145
0.45,0.03,14.864
0.48,0.04,5.559
0.46,0.03,10.335
0.37,0.03,10.85
0.38,0.03,17.5
0.62,0.03,5.535
0.51,0.03,4.615
0.55,0.04,5.186
0.42,0.03,12.362
0.44,0.03,6.918
0.65,0.02,5.771
0.6,0.03,1.807
0.5,0.03,1.915
0.39,0.04,7.086
0.41,0.03,7.793
0.34,0.03,18.333
0.47,0.03,13.625
0.54,0.04,2.529
0.42,0.04,17.134
0.48,0.05,3.561
0.49,0.04,5.576
0.35,0.04,3.819
0.4,0.04,13.948
0.41,0.04,12.927
0.56,0.03,2.215
0.61,0.04,4.69
0.5,0.04,3.105
0.55,0.05,3.24
0.47,0.04,6.092
0.61,0.03,3.593
0.66,0.03,1.732
0.67,0.03,1.422
0.53,0.03,4.312
0.63,0.02,2.53
0.34,0.04,8.062
0.29,0.04,9.673
0.3,0.04,4.339
0.37,0.05,4.537
0.42,0.05,4.007
0.45,0.04,6.002
0.27,0.04,4.7
0.32,0.04,13.384
0.37,0.04,7.931
0.39,0.03,5.752
0.56,0.04,2.507
0.38,0.04,10.629
0.45,0.05,3.739
0.5,0.05,3.498
0.53,0.04,2.654
0.44,0.04,3.552
0.57,0.03,1.877
0.52,0.04,2.56
0.57,0.04,2.453
0.16,0.04,8.539
0.18,0.04,15.15
0.2,0.04,6.485
0.19,0.04,20.895
0.24,0.04,17.303
0.36,0.03,9.235
0.34,0.05,9.377
0.31,0.05,5.054
0.33,0.04,7.998
0.49,0.03,4.613
0.48,0.03,10.628
0.36,0.04,3.957
0.35,0.03,8.873
0.08,0.05,39.115
0.33,0.05,4.845
0.05,0.04,22.445
0.06,0.04,67.516
0.07,0.05,93.159
0.08,0.06,23.266
0.15,0.08,35.071
0.13,0.07,33.139
0.15,0.07,62.975
0.19,0.1,51.697
0.19,0.11,18.996
0.17,0.1,17.876
0.14,0.07,48.455
0.12,0.06,16.83
0.25,0.17,21.373
0.27,0.22,25.239
0.25,0.18,23.442
0.2,0.12,18.788
0.16,0.08,32.43
0.18,0.1,17.973
0.23,0.16,22.075
0.28,0.27,30.55
0.29,0.34,37.029
0.26,0.25,31.243
0.21,0.14,21.43
0.18,0.09,16.575
0.17,0.09,33.946
0.2,0.14,22.276
0.23,0.22,29.428
0.25,0.28,36.124
0.23,0.23,32.719
0.21,0.15,22.986
0.2,0.11,17.185
0.1,0.06,39.506
0.19,0.12,19.906
0.22,0.16,47.028
0.23,0.21,29.287
0.22,0.2,29.552
0.22,0.13,18.968
0.16,0.09,17.976
0.19,0.09,15.101
0.24,0.11,14.535
0.28,0.14,15.971
0.3,0.18,18.611
0.3,0.22,23.254
0.29,0.22,24.143
0.28,0.19,21.614
0.25,0.15,19.103
0.17,0.05,9.991
0.22,0.07,10.241
0.3,0.1,10.74
0.39,0.14,11.634
0.42,0.16,12.47
0.42,0.2,14.849
0.42,0.21,15.885
0.36,0.18,15.528
0.28,0.12,13.716
0.19,0.06,9.998
0.35,0.06,5.887
0.44,0.09,6.687
0.49,0.09,6.156
0.55,0.12,6.844
0.58,0.15,8.234
0.46,0.12,8.43
0.29,0.07,7.543
0.54,0.03,1.849
0.66,0.04,2.247
0.67,0.07,3.345
0.51,0.05,3.617
